,Name,Summary,type
620,Slimefolk ,"Sentient slimes that take the form of humanoids.
",Humanoids
621,Slowking ,"Gentle geniuses who reside near wetlands
",Humanoids
622,Smeargle ,"Bipedal canine pokemon who create art with paint-oozing tails.
",Humanoids
623,Snorlax ,"Rotund, bear-like pokemon sleep, eat, and then sleep some more.
",Humanoids
624,Sobruaro ,"Cactus people who are very jolly and fun-loving.
",Humanoids
625,Solari ,"Human-like creatures born from the sun, who are strengthened during the day and weakened at night.
",Humanoids
626,Soratami ,"An enigmatic, secretive race, who live in the clouds.
",Humanoids
627,Soul Forged ,"Twins but you're a race.
",Humanoids
628,Soul Merchants ,"Hunched, heavily cloaked travelers who love a good bargain.
",Humanoids
629,Soul Reaver ,"You are a soul reaver, blessed with a second life and powerful weapon; cursed with an unlife and a thirst for souls. You have a variety of abilities as a result of resurrection.
",Humanoids
630,Soul Stitched ,"Corpses, sewn together by stitches, powered by electricity and given intelligence by a snatched soul.
",Humanoids
631,Space Marine ,"
",Humanoids
632,Spiderfolk ,"Drider-like insectoids with a hatred for all other races.
",Humanoids
633,Spilarin ,"A race of humans with arachnid qualities
",Humanoids
634,"Squirrelfolk, Variant ","Squirrelfolk are a short, cute, but noble woodland race. Enlightened by Rillifane Rallathil at the dawn of time.
",Humanoids
635,Squirrelfolk ,"A race of small fur covered humanoids with a striking resemblance to squirrels.
",Humanoids
636,Squirrelson ,"Anthropomorphous squirrels raised for war
",Humanoids
637,Starborn ,"Starborns have many traits in common with one another regardless of what they do so they still all have the same kind of traits.
",Humanoids
638,Stargazer ,"Children of the cosmos
",Humanoids
639,Stormborn ,"Touched by the power of a raging storm, stormborn have powers beyond that of mere humans.
",Humanoids
640,Stylvix ,"Owl-like relatives of the aarakocra and masters of the arrow.
",Humanoids
641,Subrosian ,"Small, mysterious, subterranean people who already wear robes and habitually bathe in lava—to them, sunlight and open skies are quite alien phenomena.
",Humanoids
642,Sumu ,"Odd eyed creatures with bodies dextrous like grass blades
",Humanoids
643,Sword Spirit ,"Sword spirits are created to serve a purpose, whether it be guiding a hero through their prophecy, protecting their weapon, or aiding their creator.
",Humanoids
644,Swordwing ,"Humanoid insects of the Underdark
",Humanoids
645,Sylvain ,"Humanoid flowers of many flora
",Humanoids
646,"Sylvari, Variant ","A race of curious and sometimes naive plant people, all born from the same magical tree.
",Humanoids
647,Sylvari ,"Botanical humanoids with a sense of wonder and curiosity about the world.
",Humanoids
648,Sā ,"Sā are humans warped by generations of exposure to negative and chaotic energy. They are physically intimidating and brimming with rage.
",Humanoids
649,T'au ,"Communist space aliens.
",Humanoids
650,Taelan ,"From the space between Planes, they observe intently.
",Humanoids
651,Tamaranean ,"Tamaranean minds and behavior may seem pretty weird to members of other races. But despite their good looking appearance, these golden-skinned humanoid people who descended from a feline-like race can be loyal, courageous, and strong companions.
",Humanoids
652,Tanarukk ,"Your tanarukk character has a variety of traits, derived from your mixed orc and demon ancestry.
",Humanoids
653,Tauren ,"The Tauren are a race of large, bovine humanoids from the World of Warcraft series.
",Humanoids
654,Tentacle Mass ,"Aberrant creatures of unknown origin.
",Humanoids
655,Terminator ,"The Terminator. Badass killing machines from the future with one mission: Terminate humanity
",Humanoids
656,Ternothirl ,"A slender reptilian race which claims otherworldly origins
",Humanoids
657,Tesso ,"Drow turned ratlings
",Humanoids
658,Tetraman ,"
",Humanoids
659,Thri-Kreen ,"Swift and cunning hunters, the mantis-like thri-kreen wander the deserts and savannas of the world. While they may be many, those that rise above the rest are few; those that are raised in foreign cities are that much more fortunate than their wild counterparts.
",Humanoids
660,Tiger Anthrolupe ,"Mostly classified as hunters and gathers, they tend to live in the wilderness where their kind can live in peace.
",Humanoids
661,Tigerfolk ,"At home in the wild, tiger folk care little for the trappings of civilization, preferring simple, rustic lives.
",Humanoids
662,Tikbalang ,"Equine guardians of the woods
",Humanoids
663,Time Lord ,"The most advanced of any race in the universe.
",Humanoids
664,Tokay ,"Primitive and esoteric, these reptilians are known to inhabit tropical islands. Generally, their knowledge of the outside world is quite limited.
",Humanoids
665,Tonberry ,"Vengeful demihumans lurking in the dark
",Humanoids
666,Treecko ,"Gecko pokemon who may be small but slow to gain trust
",Humanoids
667,Trichadons ,"As a peaceful race, trichans rarely tend towards fighting roles, but they can take more intelligent fighting classes such as sorcerers.
",Humanoids
668,Tritomati ,"Enigmatic three eyed humanoids
",Humanoids
669,Troglodyte ,"Humanoid salamander like creatures with tough, leathery scales.
",Humanoids
670,Troll ,"Trolls are a diverse sapient race based on the World of Warcraft series.
",Humanoids
671,"Trox, Variant ","Large, powerful, insectoid humanoids that were slaves ages ago.
",Humanoids
672,True Vampire Lancer (5e Class),"
",Humanoids
673,Tsareena ,"Short and vicious, yet protective, plant-like humanoids who kick foes into submission.
",Humanoids
674,Tsukumogami ,"No matter the item your spirit has manifested in, you share with other tsukumogami certain traits.
",Humanoids
675,Turian ,"Heavily Militarized and strong-willed, turians are a force to be reckoned with.
",Humanoids
676,Twili ,"A race of humanoids with strange powers that live in the Twilight Realm.
",Humanoids
677,Typhon Anthrophantasmus ,"Alien creatures created to serve the Apex, but wait...
",Humanoids
678,Tyrogue ,"Small, humanoid pokemon that are always looking for a fight, especially against foes stronger than it.
",Humanoids
679,Tzaangors ,"Medium bird/goat humanoids
",Humanoids
680,U'karik ,"Lesser changelings that use genetics
",Humanoids
681,Unggoy ,"Strong, tenacious, information sponge that are greatly underestimated.
",Humanoids
682,Unnuc ,"The ape men of the Orphan Isle, eager to explore the world they have been isolated from for so long.
",Humanoids
683,Ursian ,"Ursians are beings in tune with nature but also advanced technologically. They resemble bears in many ways.
",Humanoids
684,Ururtan-Yensa ,"Their thin yet hard, shell-like bodies allow the Urutan-Yensa to be surprisingly tough and agile. However, their limited contact with other races and violent nature results in them not being vey proficient in magicks.
",Humanoids
685,Valados ,"Vicious creatures born of flame that will turn on their own if needed.
",Humanoids
686,Valkarr ,"Valkarr are wild, greedy humanoids who resemble great seabirds. They travel the oceans of the world in great raiding parties, seeking plunder, glory, and food.
",Humanoids
687,Vampire ,"Inhuman, merciless, and uncaring about their earlier life. Vampires are undeath and evil manifest of inversed good and paradox.
",Humanoids
688,Varana ,"Half-man and half-monkey, the varana are very agile and playful creatures.
",Humanoids
689,Vastayan ,"Half Human and half ancient beast
",Humanoids
690,Vegepygmy ,"Short, thin, and green with tendrils of fungus which wrap and dangle around its arms, midsection, and legs.
",Humanoids
691,Veissux ,"Veissux are strong, lesser fiends with powerful dark magic derived from the depths of the Netherworld.
",Humanoids
692,Vermling ,"A race of sentient, humanoid rodents awakened by magic.
",Humanoids
693,Viera ,"Viera are more bold than the animal they resemble and will not think twice about anybody that dare lay a harmful hand on the forests they live in or what they've sworn to protect.
",Humanoids
694,Vihar ,"Vihar are humanoid storm elementals that have a physical form. They can bleed, eat, and sleep like any other humanoid.
",Humanoids
695,Viperfish ,"Scaly aquatic humanoids that use this lumination to their benefit.
",Humanoids
696,Void Elf ,"World of Warcraft, Void Elves.
",Humanoids
697,Voidwalker ,"Basically you're the invisible man.
",Humanoids
698,Volki ,"They are extremely quick creatures with an affinity to magic and stealth, they are also extremely smart.
",Humanoids
699,Vulcan ,"The vulcans are pointy-eared knowledge seekers who value intellect, but also have strength that surpasses humans and rival orcs.
",Humanoids
700,Vulpelupe ,"Fox wolf people
",Humanoids
701,Vulpimaster ,"Fox and raccoon hybrid humanoids
",Humanoids
702,Vulpin ,"A human-like race with fox-like ears, tails, and eyes.
",Humanoids
703,"Warforged, 2nd Variant ","Built for a war that has ended, searching for purpose.
",Humanoids
704,"Warforged, 3rd Variant ","Sentient constructs created for the purpose of battle and decimation, or for whatever their creator wishes.
",Humanoids
705,Wargen ,"Primal shapeshifters
",Humanoids
706,Wasserkind ,"A race of humanoids claiming to be born of the Sea
",Humanoids
707,Wayang ,"Wily and sly, wayangs are small humanoids of the wayang subtype who spend much of their time avoiding others, especially the predators that live in the wilderness near their hidden settlements.
",Humanoids
708,Weaver Arachne ,"Smaller arachnid based .
",Humanoids
709,Weavile ,"Cunning, cat-like arctic weasels who tear the flesh of prey with razor-sharp claws.
",Humanoids
710,Wemic ,"Centaur-like monstrosities with the upper half of a human and the lower half and face of a lion.
",Humanoids
711,Wendigo ,"An abhorrent looking creature created from a cursed humanoid, with an affinity for human flesh.
",Humanoids
712,Were-Dragon ,"Humanoids afflicted with the curse of forever being trapped in the form of a dragon. But at least you can still walk upright.
",Humanoids
713,Werecockerel ,"These rooster-like humanoids are infamous for their uncanny capability to briefly keep fighting even after apparent death.
",Humanoids
714,Wild Man ,"Humanoids attuned to their natural side a bit too much.
",Humanoids
715,Wokin ,"The descendants of ancient werewolf clans, Wokin appear human in appearance.
",Humanoids
716,Wolf-Demon ,"Resilient, and clever people that have wolfish features.
",Humanoids
717,Wolfborn ,"Descendants of lycanthropes who are feared and misunderstood. Their kind are very, very few in number, but those that are alive are still hunted like the monsters they are not.
",Humanoids
718,Wolffolk ,"Wolf-like humanoids strengthened by the bonds of family.
",Humanoids
719,Wolftaur ,"Basically a centaur but with a lupine half.
",Humanoids
720,Wookiee ,"Uuuuuuaaaaaaarrrghhhh!
",Humanoids
721,Wormhearted Ones ,"The result of an eldritch union between aberrant worms and humanoid flesh.
",Humanoids
722,Woyan ,"Tall, dark, skinny, with a touch of inclination for nature and some attitude toward death.
",Humanoids
723,Wukong ,"A persecuted race of simian humanoids
",Humanoids
724,Xaelia ,"Knowledge hungry Fae that feed off the dark energy of the void.
",Humanoids
725,Xenomorph ,"The aliens from the ""Alien"" franchise, adapted to fit within the realms of D&D
",Humanoids
726,Xernvis ,"Humans evolved from war with powerful eye prowess
",Humanoids
727,Xortan ,"Musty desert people who love parties as much as fighting.
",Humanoids
728,Yama ,"You are one of the supreme judges of the afterlife; your very presence demands respect, as you have come to lay judgement.
",Humanoids
729,Yanme’e ,"Disposable soldiers capable of flight.
",Humanoids
730,Yardrat ,"They have quite a few unique and useful abilities.
",Humanoids
731,Yata ,"Yata are people with three legs who turn into ravens
",Humanoids
732,Yautja ,"The Predator. Strong, versatile and deadly are a few of the things that describe a Yautja
",Humanoids
733,Yegul ,"Deep sea-dwelling, amphibious eel people.
",Humanoids
734,Yellow Orc ,"Orcish nomadic herders, of a more peaceful and enlightened nature. Easily discernable by their rat-like faces and thick hairy yellow skin.
",Humanoids
735,Yeti ,"Abominable snowmen. Apelike hunters who live in mountain peaks.
",Humanoids
736,Yetifolk ,"Yeti like humanoids that live in the cold reaches of the mountains.
",Humanoids
737,Yewheart ,"I Am Groot A race of tree-like humble humanoids.
",Humanoids
738,Yinglet ,"A race of diminutive rodent-like creatures.
",Humanoids
739,Ylvran ,"Ylvran share somewhat similar traits to lesser demons of the underworld. They also have Confiran ancestry.
",Humanoids
740,YoRHa Android ,"Mechanical constructs that are designed to destroy machines.
",Humanoids
741,Yokai ,"Creatures of a wild variety of spirits
",Humanoids
742,Yotarmi ,"A race of blind, prideful, and violent humanoids with ashen skin.
",Humanoids
743,Yuki Onna ,"
",Humanoids
744,Zangoose ,"Fluffy mongoose pokemon with long, sharp claws and a hatred for snakes.
",Humanoids
745,Zardak ,"A warrior race with an ugly face
",Humanoids
746,Zekyl ,"The offspring of drow and draconic unity
",Humanoids
747,Zora ,"Although sea zora and river zora are quite distinct, together they claim the title of the only truly amphibious race in Hyrule — and are the second most populous, exceeded only by hylians.
",Humanoids
748,Zoroark ,"Sly, black fox pokemon who are experts at disorienting foes with their mastery over illusion.
",Humanoids
1,Alleozsa ,"Astral beings that use the refraction of light to shape themselves as visible and recognizable humanoids.
",Mosntrosities
2,Anutanin ,"A cat-dragon hybrid, capable of quadruped travel, can stand, and eventually even fly
",Mosntrosities
3,Arachne ,"Creatures with the upper torso of a humanoid and lower torso of a spider.
",Mosntrosities
4,Ardragmon ,"Deformed dragons in armor
",Mosntrosities
5,Avion ,"Avion are very agile half harpy half human creatures usually occurring from a mutation within the egg.
",Mosntrosities
6,Baketako ,"A race of intelligent bipedal molluscs that value honor over even life. (In simpler terms, octopus samurai)
",Mosntrosities
7,Bladeling ,"Warlike outsiders from the Infinite Battlefield of Acheron.
",Mosntrosities
8,Cancer ,"Scavenging crab people.
",Mosntrosities
9,"Centaur, Variant ","The nomadic horsefolk of the wilds.
",Mosntrosities
10,Cheox ,"The corrupted fauns of necrotic origin. A true abomination to the world, and one that is aggressive to all.
",Mosntrosities
11,Chimera (5e Class),"A monstrous hybrid of lion, human and dragon.
",Mosntrosities
12,Chitine ,"Monstrous, multi-limbed arachnid creatures
",Mosntrosities
13,Dracotaur ,"Dragon centaurs!
",Mosntrosities
14,Dragon Ogre ,"A monstrous quadrupedal hyrbid of dragon and ogre.
",Mosntrosities
15,"Drider, Variant ","Monstrous humanoid spider-like creatures.
",Mosntrosities
16,Elftaur ,"An elf centaur.
",Mosntrosities
17,Erradiagos ,"The cowards of the dark
",Mosntrosities
18,Formicid ,"An ant-like people with stark social differences between their sexes
",Mosntrosities
19,Half-Basilisk ,"The half-basilisks are a strong race with dripping poison from its claws and teeth.
",Mosntrosities
20,Haraka ,"The Haraka are a fast snakelike people that have fast metabolisms.
",Mosntrosities
21,Harpy ,"Harpies are skilled on the ground and in the air, able to use their talons if unbroken and sing a song to captivate her foe.
",Mosntrosities
22,Hollow ,"Corrupted souls turned monsters that seek the souls of others to devour
",Mosntrosities
23,Hushabi ,"The Hushabi excels in aggressive hunter-like behavior, usually fighting up close and personal, with a great appreciation of a challenge, never underestimate a Hushabi's claws, since it might come back to bite you later.
",Mosntrosities
24,"Hydronian, Variant ","Hydras endowed with the gift of sentience, but damned to live exiled lives.
",Mosntrosities
25,Hydronian ,"The hydronians are a race of small humanoid hydras that are more afraid of humans than they are of the hydronians.
",Mosntrosities
26,Insectaur ,"Giant praying mantis-like creature that originates from the Abyss.
",Mosntrosities
27,January ,"Beings from another world whose every breath spurts forth a cloud of fine dust.
",Mosntrosities
28,Liontaur ,"Lion centaur race.
",Mosntrosities
29,Magnagrada ,"A bear-sized, extremely durable, pink tank
",Mosntrosities
30,Magnataur ,"This creature has the upper torso, head, and arms of a giant with massive tusks and the body of a great woolly mammoth, similar to a centaur that is a half horse.
",Mosntrosities
31,Medusa ,"As deadly as they are ravishing, a serpent-haired medusa suffers an immortal curse brought on by its own vanity.
",Mosntrosities
32,Mimic ,"A more intelligent specimen of a well-known species of shapeshifting predators.
",Mosntrosities
33,Mitocabra ,"Dwarven goat centaurs that live on high cliffs
",Mosntrosities
34,Nökken ,"Shape shifters made of shadow and born from death.
",Mosntrosities
35,Pterafolk ,"The hidden folk of the forests and skies
",Mosntrosities
36,Reaper ,"You have several innate traits gifted to all reapers by either the gods or their physiology.
",Mosntrosities
37,Selachinoid ,"Deadly, aquatic hunters and pirates.
",Mosntrosities
38,Skeksis ,"Skeksis are a race of ever decomposing avian-based humanoid monstrosity mix.
",Mosntrosities
39,Songchild ,"Results of an ancient experiment who treat the world with the hate they are given.
",Mosntrosities
40,Tlincalli ,"Strong sand dwelling insectoid people with the lower halves of scorpions.
",Mosntrosities
41,Tressym ,"Familiars that have gained freedom
",Mosntrosities
42,Umber Hulk ,"Insectoid monstrosities who are mistreated.
",Mosntrosities
43,Weaver Arachne ,"Smaller arachnid based .
",Mosntrosities
44,Wemic ,"Centaur-like monstrosities with the upper half of a human and the lower half and face of a lion.
",Mosntrosities
45,"Wendigo, Variant ","Beasts no longer human, after having consumed of forbidden flesh.
",Mosntrosities
46,Wendigo ,"An abhorrent looking creature created from a cursed humanoid, with an affinity for human flesh.
",Mosntrosities
47,Wyvernling ,"The cross between immense power and human morals.
",Mosntrosities
48,Xenomorph ,"The aliens from the ""Alien"" franchise, adapted to fit within the realms of D&D
",Mosntrosities
49,Yokai ,"Creatures of a wild variety of spirits
",Mosntrosities
50,Yuan-Naga ,"Yuan-naga are half snake, half human hybrids that are given a heinous reputation that they don't quite deserve.
",Mosntrosities
1,Abyzou ,"Tall faceless beings made out of black sludge like essence.
",Oozes
2,Goodra ,"Joyful, draconic-ooze hybrids who love giving their friends slime-covered hugs.
",Oozes
3,Half-Ooze ,"These creatures have a humanoid form, but are fluid and appear to be made of solid gel.
",Oozes
4,"Inkling, Variant ","Aquatic creatures capable of firing ink over large distances.
",Oozes
5,Mimic Slime ,"A Slime with the ability to morph into other objects or people but cannot change their color.
",Oozes
6,Muk ,"Toxic slime Pokémon that smell worse than feces, rotting flesh, eggs, and heavily fermented sauerkraut... Yuck
",Oozes
7,Myxapia ,"A race of intelligent ooze-like people
",Oozes
8,Ooze-Kin ,"All ooze-kin share some common composition, giving them some similar traits.
",Oozes
9,Silmarin ,"Slimy humanoids that live in swamps.
",Oozes
10,Slimefolk ,"Sentient slimes that take the form of humanoids.
",Oozes
11,Slimelings ,"Bipedal Oozes who enjoy absorbing their victims
",Oozes
12,Zen'Trath ,"A race of monstrous, slime-like creatures born from magical experimentation.
",Oozes
1,Alraune ,"A race of plant-like flower-people.
",Plants
2,Anthousai ,"Nymphs of flowers that, unlike the dryad, bound themselves to the Material Plane.
",Plants
3,Arborens ,"The Arborens are a race of humanoid tree creatures that excel at stealth.
",Plants
4,Breloom ,"Mushrooms that punch
",Plants
5,Cactian ,"Cactus people with a rigid outlook on life.
",Plants
6,Chamasin ,"Plants of fire and light
",Plants
7,Cleansed Blight ,"What began as an evil awakening of plants has turned into thriving settlements of these goodhearted beings.
",Plants
8,Darshroom ,"A race of small humanoid mushrooms with mushroom caps that grant them various powers.
",Plants
9,Deku Scrub ,"Small, wooden, and sharing many characteristics with plants — most other races find deku scrubs a bit odd.
",Plants
10,Dryt ,"Plant based creatures that possess psionic abilities and a rich culture.
",Plants
11,Elderwood ,"Plants that take on the appearance and characteristics of other creatures.
",Plants
12,Entling ,"Entlings are a tree-like humanoid creature with incredible strength and barkskin that gives it a strong natural armor.
",Plants
13,Floran ,"Florans are strong and swift. Though they appear to lack intelligence, they only lack education.
",Plants
14,Flowey ,"Sadistic flowers
",Plants
15,Gourgeist ,"Ghastly gourds known for their curse-bringing songs and love of terrorizing their prey.
",Plants
16,Horologermus ,"Mechanical beings born of nature
",Plants
17,Korok ,"Small, peaceful, immortal, and child-like plant creatures. They aren't much for combat or stealth, but it's hard not to smile around them.
",Plants
18,Lilligant ,"Dainty ladies of the forest
",Plants
19,Ludicolo ,"A strange, dance-loving creature that looks like a sombrero-wearing pineapple that some may call ""ludicrous"".
",Plants
20,Maractus ,"Flowering humanoid cacti with thorns as sharp as their dance moves.
",Plants
21,Mossfolk ,"A race of peaceful and quiet forest dwellers.
",Plants
22,Myconid ,"A group of fungi humanoids who inhabit the underdark
",Plants
23,Oakera ,"Tall tree people with a habit of being the nicest person you will ever know!
",Plants
24,"Plantling, Variant ","""I am a plant too. If you prick me, do I not sap?""
",Plants
25,Pump-Kin ,"A tall, lanky race of terrifying, pumpkin-headed humanoids born from an unjust end.
",Plants
26,Roserade ,"A bipedal bouquet of roses that is just as deadly as it is beautiful.
",Plants
27,Sceptile ,"Snobby lizards of the trees
",Plants
28,Serperior ,"Beautiful, regal-looking serpents that possess a glare that can terrify most any creature.
",Plants
29,Sobruaro ,"Cactus people who are very jolly and fun-loving.
",Plants
30,Spriggan ,"Tree people who sustain themselves with natural magic.
",Plants
31,Sylvain ,"Humanoid flowers of many flora
",Plants
32,"Sylvari, Variant ","A race of curious and sometimes naive plant people, all born from the same magical tree.
",Plants
33,Sylvari ,"Botanical humanoids with a sense of wonder and curiosity about the world.
",Plants
34,Treant ,"Treants are large living trees that roam the world.
",Plants
35,Tsareena ,"Short and vicious, yet protective, plant-like humanoids who kick foes into submission.
",Plants
36,Whimsicott ,"Small, free-spirited puffballs known for their mischief-making.
",Plants
37,Yewheart ,"I Am Groot A race of tree-like humble humanoids.
",Plants
38,Zanthani ,"Wooden skeletons with fungal innards
",Plants
1,Angel of Death ,"Undead humanoids with the general appearance of humans, that make strong thieves and assassins.
",Undead
2,Beheaded ,"An immortal thing. Quick, deadly, and with a weird sense of humour.
",Undead
3,Clamantes Hostia ,"A word from the wise: betrayed children rarely stay dead.
",Undead
4,Cnámhrûh ,"Skeletons imbued with the runes of necromancy
",Undead
5,"Coldskin, Variant ","Those who tried to absorb cold lost their humanity.
",Undead
6,Coldvein ,"Undead elves shrouded in mystery.
",Undead
7,Dhamyre ,"Zombie vampires
",Undead
8,Drekolac ,"A reborn necromancer sacrifice
",Undead
9,"Dullahan, Variant ","You've got a disembodied, floating head!
",Undead
10,Flood ,"The unstoppable rival of all life in the galaxy.
",Undead
11,Forloom ,"Creatures of omen born of regret
",Undead
12,Frankenstein ,"Frankensteins are large humans, created from the parts of other, deceased humans. Although this may seem like a grotesque combination, Frankensteins make great allies, but also great enemies.
",Undead
13,Geist ,"Geists are a unique form of a ghost or other spirit in that they have elected to turn away from the Blessed Sleep, a form of the afterlife where the souls find eternal rest, rather than being prohibited from it due to a geist's anguish or regret overcoming the pull toward the Æther.
",Undead
14,Ghoul ,"Feasters upon corpses
",Undead
15,Half-Human Half-Phantom ,"You are neither dead nor alive, yet both at once.
",Undead
16,Half-Satori Half-Phantom ,"You're half-undead, and a mind reader. Though your mere existence generates a great deal of mistrust towards your kind, your mixed heritage is still a powerful thing.
",Undead
17,Immortuos ,"A humanoid whose loved ones were unable to bring them back from death fully, resulting in a twisted creature.
",Undead
18,Imposed Corpse ,"Regular looking humanoid with a parasite for brains.
",Undead
19,Insidia ,"Chained turncoats risen from below
",Undead
20,Jiangshi ,"Jiangshi are a special type of undead, made to be servants, but very much able to possess free will.
",Undead
21,Kabaneri ,"Undead humanoids with a burning heart and need for blood
",Undead
22,Kyoukotsu ,"""Crazy Bones"" for people who like mismatched skeletons.
",Undead
23,Litch ,"A humanoid race of undead living upon the coldest summits of the world.
",Undead
24,Necrolyte ,"A creature born from pure necrotic energy.
",Undead
25,Omegaunt ,"Elementals of necrotic stuffs
",Undead
26,Pseudolich ,"A Pseudolich is an alchemically created undead, dedicated to purpose.
",Undead
27,"Revenant, Variant ","The soul of a mortal who met a cruel and undeserving fate.
",Undead
28,Revenant ,"The soul of a mortal who met a cruel and undeserving fate.
",Undead
29,Ruler ,"Reborn and undead, rulers of eras now past walk the Material Plane again, ready to rebuild their kingdoms.
",Undead
30,Sepulchral ,"Skeletal beings that are half humanoid and reptilian
",Undead
31,Shade ,"Shades are creatures of random sizes and abilities from a past life and as such, the possibilities are through the roof.
",Undead
32,Shadow Fiend ,"Fiends born from shadows and Dark magic
",Undead
33,"Skeleton, 2nd Variant ","The rattling of their bones makes you shiver.
",Undead
34,"Skeleton, Variant ","The reanimated completely decomposed corpse of a humanoid, usually
",Undead
35,Skeleton ,"The reanimated completely decomposed corpse of a humanoid.
",Undead
36,Skeletons Reborn! ,"Pure white bone bois for your games outside of the other variants on this wiki. Weaker, but less complex and more in-line with 5e race strengths.
",Undead
37,Soul Merchants ,"Hunched, heavily cloaked travelers who love a good bargain.
",Undead
38,Soul Stitched ,"Corpses, sewn together by stitches, powered by electricity and given intelligence by a snatched soul.
",Undead
39,Typhon Anthrophantasmus ,"Alien creatures created to serve the Apex, but wait...
",Undead
40,Vampire ,"Inhuman, merciless, and uncaring about their earlier life. Vampires are undeath and evil manifest of inversed good and paradox.
",Undead
41,Veilwalker ,"Shady undead creatures who guard anomalous gates to the dead world
",Undead
42,White ,"These fiends of bone seek carnage
",Undead
43,Wight ,"Wights are undead returned solely by hate
",Undead
